Buy,ID,Gender,Status,Children,Est_Income,Age,MARITAL STATUS,PROFESSION,EDUCATION,BUYER CATEGORY,LTV,DEMOGRAPHIC CLUSTER,ONLINE BEHAVIOR CLUSTER,BUYING BEHAVIOR CLUSTER,Retailer country,Retailer type,Product line,Product type,Product,Year,Quarter,Gross margin,State
No,1450,F,M,2,88427.0,13.86,U,Pharmacist,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2021,Q1 2021,0.42768755,California
Yes,1451,F,M,2,98003.7,26.273333,U,Financial analyst,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,2021,Q1 2021,0.56498054,Oregon
Yes,1452,M,S,0,89142.7,53.693333,U,Doctor,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,2021,Q1 2021,0.58984375,Oregon
Yes,1453,F,S,0,74530.8,63.086667,S,Professor,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,2021,Q1 2021,0.51643991,Nevada
No,1455,F,S,0,40120.0,24.0,S,Private Sector,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2021,Q1 2021,0.48178191,California
Yes,1460,F,M,2,76289.2,48.206667,S,Self Employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Hammer,2021,Q1 2021,0.2434158,Arizona
Yes,1462,M,M,1,66931.9,63.933333,S,Nursing,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Shovel,2021,Q1 2021,0.33782095,Arizona
No,1463,F,S,0,40120.0,23.0,M,Engineer,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Grip,2021,Q1 2021,0.49259359,California
No,1464,F,M,1,14085.5,24.0,M,Engineer,College,Visitor,MEDIUM VALUE,MARRIED MEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2021,Q1 2021,0.49690722,Oregon
Yes,1465,F,S,0,32962.6,21.0,S,Doctor,College,Repeat Buyer,LOW VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2021,Q1 2021,0.38138298,Washington
Yes,1466,F,S,0,42000.0,22.0,M,Pharmacist,College,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Mountain Man Digital,2021,Q1 2021,0.50956351,Arizona
No,1467,F,S,2,43000.0,20.0,M,Doctor,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Knives,Edge Extreme,2021,Q1 2021,0.28895209,Arizona
Yes,1468,F,D,1,77726.4,56.72,M,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Navigation,Glacier Deluxe,2021,Q1 2021,0.38626937,Washington
No,1469,F,S,2,42000.0,18.0,M,Self Employed,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2021,Q1 2021,0.4779303,California
No,1470,F,S,1,2800.68,45.673333,S,Lawyer,College,Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2021,Q1 2021,0.634588,Oregon
Yes,1474,F,M,2,90271.6,44.926667,U,Financial analyst,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2021,Q1 2021,0.59587629,California
No,1479,F,M,2,64816.6,31.126667,U,Professor,College,Product Viewer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2021,Q1 2021,0.60638298,California
Yes,1480,F,M,2,98217.1,44.98,M,Financial analyst,College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2021,Q1 2021,0.60869565,Oregon
Yes,1482,F,S,1,2929.13,53.506667,M,Professor,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2021,Q1 2021,0.3681482,Washington
No,1484,F,M,2,41876.6,44.093333,S,Engineer,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Sun,2021,Q1 2021,0.56225921,Nevada
Yes,1485,M,M,0,96223.4,64.76,S,Engineer,Post College,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Ice,2021,Q1 2021,0.52331921,Oregon
No,1486,F,S,0,15989.3,61.693333,S,Private Sector,High School,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2021,Q1 2021,0.48950928,Oregon
No,1487,M,M,0,69168.4,62.426667,M,Self Employed,High School,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Wave,2021,Q1 2021,0.56393419,California
Yes,1488,M,M,1,92148.5,33.0,M,Pharmacist,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Extreme,2021,Q1 2021,0.50412941,California
Yes,1489,M,M,0,96681.0,19.76,M,Accountant,College,Repeat Buyer,HIGH VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Binoculars,Seeker 35,2021,Q1 2021,0.28069112,California
No,1490,M,S,0,62705.9,33.0,M,Professor,Post College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Binoculars,Seeker 50,2021,Q1 2021,0.26558782,Nevada
No,1491,M,S,0,80221.2,29.026667,S,Doctor,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Binoculars,Seeker Extreme,2021,Q1 2021,0.45186652,Nevada
No,1492,M,S,0,84479.2,32.0,S,Professor,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2021,Q1 2021,0.46582278,Oregon
Yes,1493,F,M,2,64977.4,38.193333,S,Financial analyst,College,Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Sports Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2021,Q1 2021,0.49600912,California
No,1494,F,M,0,77994.0,50.553333,U,Pharmacist,Post College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2021,Q1 2021,0.23529412,Oregon
No,1495,M,M,2,90103.7,34.946667,S,Financial analyst,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Sports Store,Camping Equipment,Tents,Star Peg,2021,Q1 2021,0.48979592,Oregon
Yes,1496,F,M,0,59008.4,30.18,S,Professor,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Sports Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2021,Q1 2021,0.2733564,California
No,1497,M,M,2,5265.35,52.873333,M,Private Sector,High School,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Sports Store,Camping Equipment,Lanterns,EverGlow Lamp,2021,Q1 2021,0.32696629,Washington
Yes,1498,M,S,1,84978.1,21.64,M,Not employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Sports Store,Personal Accessories,Eyewear,Polar Sun,2021,Q1 2021,0.56652095,Arizona
No,1499,F,M,2,36647.9,49.986667,M,Unemployed,High School,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Sports Store,Personal Accessories,Knives,Edge Extreme,2021,Q1 2021,0.28895209,Arizona
Yes,1500,F,S,0,64319.2,41.226667,S,Not employed,High School,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2021,Q1 2021,0.48126801,Arizona
Yes,1501,F,S,1,73338.0,48.246667,U,Not employed,College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2021,Q1 2021,0.45186652,California
No,1502,F,S,0,433.74,60.746667,U,Lawyer,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Sports Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2021,Q1 2021,0.66034985,Oregon
Yes,1503,F,M,2,16962.2,45.36,U,Engineer,Post College,Visitor,MEDIUM VALUE,MARRIED MEN,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2021,Q1 2021,0.60204082,California
Yes,1505,M,M,2,10708.3,26.026667,U,Financial analyst,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2021,Q1 2021,0.52833333,California
No,1508,F,M,0,2031.61,20.3,S,Lawyer,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q1 2021,0.48311609,California
No,1512,F,S,2,16938.5,43.0,S,Accountant,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.72575906,California
No,1515,F,M,0,55221.0,47.0,M,Scientist,College,Visitor,MEDIUM VALUE,MARRIED MEN,VISITOR,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2021,Q1 2021,0.29145017,California
Yes,1516,F,M,1,8073.11,48.0,M,Nursing,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2021,Q1 2021,0.39814629,Arizona
No,1517,M,M,0,95448.6,53.68,S,Private Sector,High School,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2021,Q1 2021,0.5440107,California
Yes,1518,M,S,1,24141.5,17.006667,S,Not employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2021,Q1 2021,0.4481739,California
No,1519,M,S,2,63152.6,63.173333,M,Financial analyst,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2021,Q1 2021,0.43420523,Oregon
Yes,1521,M,S,2,72084.7,55.64,S,Private Sector,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2021,Q1 2021,0.46149254,California
Yes,1522,F,S,0,42760.5,52.646667,M,Self Employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 60,2021,Q1 2021,0.29165733,Oregon
Yes,1523,F,S,1,49072.0,62.0,U,Scientist,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 100,2021,Q1 2021,0.30126435,California
No,1524,F,M,0,27371.8,41.0,S,Self Employed,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 200,2021,Q1 2021,0.31477575,Oregon
No,1528,M,M,0,71472.9,41.913333,M,Doctor,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Safety,Granite Climbing Helmet,2021,Q1 2021,0.24468085,Washington
No,1529,F,M,0,95405.7,43.0,M,Self Employed,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness,2021,Q1 2021,0.28363339,California
Yes,1530,F,S,0,95786.8,46.0,M,Lawyer,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness Extreme,2021,Q1 2021,0.47843327,California
Yes,1532,M,S,0,90321.6,55.113333,S,Not employed,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Safety,Granite Signal Mirror,2021,Q1 2021,0.51422387,Washington
No,1533,M,S,0,90478.6,54.553333,M,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2021,Q1 2021,0.48178191,California
Yes,1534,F,M,2,56187.0,55.0,S,Private Sector,High School,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2021,Q1 2021,0.49166667,California
Yes,1537,F,S,1,42000.0,24.393333,S,Private Sector,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2021,Q1 2021,0.38138298,Oregon
Yes,1539,M,M,0,9780.66,24.546667,S,Scientist,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Mountain Man Digital,2021,Q1 2021,0.50445986,Arizona
Yes,1542,M,M,2,29616.0,49.426667,U,Not employed,College,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2021,Q1 2021,0.49126011,Washington
Yes,1544,M,M,0,19732.8,50.673333,S,Not employed,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2021,Q1 2021,0.63221884,California
No,1545,M,S,1,41690.5,14.64,U,Engineer,College,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2021,Q1 2021,0.60070985,Oregon
No,1547,M,S,2,96.33,56.473333,M,Financial analyst,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Watches,Venue,2021,Q1 2021,0.41863014,
No,1550,F,M,2,52004.8,25.14,S,Lawyer,College,Buyer,LOW VALUE,MIDDLE INCOME SINGLE,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Watches,TX,2021,Q1 2021,0.45054389,
No,1553,M,M,2,53010.8,18.84,S,Financial analyst,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Watches,Legend,2021,Q1 2021,0.47345455,
No,1554,M,M,1,75004.5,64.8,M,Self Employed,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Watches,Kodiak,2021,Q1 2021,0.45531676,
Yes,1557,M,M,0,19749.3,60.366667,S,Self Employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Eyewear,Capri,2021,Q1 2021,0.34070668,
No,1558,M,S,1,57626.9,43.906667,M,Engineer,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Eyewear,Cat Eye,2021,Q1 2021,0.34070555,
No,1559,M,D,0,20078.0,32.846667,S,Financial analyst,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Eyewear,Dante,2021,Q1 2021,0.34754846,
No,1560,F,M,2,47902.0,26.033333,S,Engineer,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Eyewear,Fairway,2021,Q1 2021,0.40347395,
No,1565,M,M,1,7545.96,16.753333,S,Accountant,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Eyewear,Inferno,2021,Q1 2021,0.39415385,
No,1571,F,S,0,78851.3,48.373333,U,Not employed,Post College,Buyer,HIGH VALUE,HIGH INCOME SINGLE,BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Eyewear,Maximus,2021,Q1 2021,0.49489693,
No,1572,F,S,1,17540.7,62.786667,U,Financial analyst,College,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Eyewear,Trendi,2021,Q1 2021,0.39662028,
Yes,1573,F,M,0,83891.9,61.02,M,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Eyewear,Hawk Eye,2021,Q1 2021,0.4017284,
No,1574,F,S,2,28220.8,38.766667,S,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Binoculars,Ranger Vision,2021,Q1 2021,0.5341875,
Yes,1576,F,S,0,28589.1,15.6,S,Accountant,Post College,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Navigation,Trail Scout,2021,Q1 2021,0.35411765,
No,1578,F,M,2,5237.63,48.753333,S,Pharmacist,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Outdoors Shop,Personal Accessories,Navigation,Trail Star,2021,Q1 2021,0.42402597,
No,1581,M,S,2,89459.9,53.28,M,Self Employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Watches,Venue,2021,Q1 2021,0.4197231,
No,1584,F,S,1,13576.5,39.426667,U,Professor,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Watches,Infinity,2021,Q1 2021,0.44430435,
No,1588,F,M,2,67388.0,53.12,U,Financial analyst,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Watches,Lux,2021,Q1 2021,0.47882775,
Yes,1589,F,M,1,57063.0,52.333333,U,Unemployed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Watches,TX,2021,Q1 2021,0.45522634,
No,1590,F,M,2,84166.1,54.013333,S,Engineer,College,Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Watches,Legend,2021,Q1 2021,0.44912338,
No,1591,F,S,0,45612.9,14.3,M,Not employed,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Watches,Kodiak,2021,Q1 2021,0.4434564,
No,1596,F,S,1,7737.94,42.666667,U,Private Sector,High School,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Eyewear,Bella,2021,Q1 2021,0.4557037,
No,1597,M,S,2,65000.0,45.0,U,Unemployed,High School,Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Eyewear,Capri,2021,Q1 2021,0.34125326,
No,1598,F,M,2,45287.6,29.026667,S,Engineer,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2021,Q1 2021,0.33260578,
Yes,1599,F,M,2,59613.1,34.32,M,Professor,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Eyewear,Fairway,2021,Q1 2021,0.40453407,
Yes,1601,F,S,1,16326.7,50.613333,M,Private Sector,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Eyewear,Inferno,2021,Q1 2021,0.42419944,
Yes,1604,F,S,2,9559.78,51.38,S,Doctor,Post College,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Eyewear,Maximus,2021,Q1 2021,0.49525,
Yes,1607,F,M,2,42031.8,50.753333,S,Accountant,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Eyewear,Trendi,2021,Q1 2021,0.39542744,
Yes,1609,F,M,2,83284.1,28.42,M,Accountant,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Canada,Golf Shop,Personal Accessories,Eyewear,Zone,2021,Q1 2021,0.31688059,
